id,artist_name,track_name,release_date,genre
5400,jackson browne,the times you've come,1973,pop
5405,anne murray,killing me softly with his song,1973,pop
5408,michael jackson,with a child's heart,1973,pop
5409,poco,magnolia,1973,pop
5413,sparks,girl from germany,1973,pop
5416,suzi quatro,can the can,1973,pop
5420,electric light orchestra,bluebird is dead,1973,pop
5430,new york dolls,pills,1973,pop
5432,paul simon,was a sunny day,1973,pop
5439,electric light orchestra,hold on tight,1973,pop
5443,seals and crofts,intone my servant,1973,pop
5444,paul simon,learn how to fall,1973,pop
5450,roxy music,casanova,1974,pop
5451,abba,waterloo,1974,pop
5456,kansas,bringing it back,1974,pop
5457,sparks,falling in love with myself again,1974,pop
5462,bonnie raitt,what is success,1974,pop
5464,abba,gonna sing you my love song,1974,pop
5465,abba,watch out,1974,pop
5475,kansas,death of mother nature suite,1974,pop
5477,barry manilow,tryin' to get the feeling again,1974,pop
5484,the crickets,oh boy!,1974,pop
5486,abba,hasta manana,1974,pop
5488,gene clark,from a silver phial,1974,pop
5489,leonard cohen,i tried to leave you,1974,pop
5490,abba,king kong song,1974,pop
5491,kishore kumar,karvaten badalte rahe,1974,pop
5492,barry manilow,mandy,1974,pop
5499,barry manilow,looks like we made it,1974,pop
5501,bob dylan,never say goodbye,1974,pop
5502,sweet,a.c.d.c.,1974,pop
5507,kansas,journey from mariabronn,1974,pop
5508,robert palmer,blackmail,1974,pop
5509,badfinger,love time,1974,pop
5511,the hollies,falling calling,1974,pop
5514,bonnie raitt,i got plenty,1974,pop
5521,badfinger,you're so fine,1974,pop
5523,gene clark,true one,1974,pop
5525,new york dolls,human being,1974,pop
5526,kansas,belexes,1974,pop
5528,sweet,no you don't,1974,pop
5529,the partridge family,i would have loved you anyway,1974,pop
5536,joni mitchell,people's parties,1974,pop
5544,the cats,be my day,1974,pop
5545,bay city rollers,you made me believe in magic,1974,pop
5550,the partridge family,if you ever go,1974,pop
5554,10cc,clockwork creep,1974,pop
5555,sparks,talent is an asset,1974,pop
5558,harry nilsson,all my life,1974,pop
5559,paul simon,homeward bound,1974,pop
5560,bryan ferry,smoke gets in your eyes,1974,pop
5562,bob dylan,stage fright,1974,pop
5567,wishbone ash,persephone,1974,pop
5569,the hollies,love makes the world go round,1974,pop
5571,barry manilow,bandstand boogie,1974,pop
5574,van morrison,twilight zone,1974,pop
5578,david cassidy,walking in the rain,1974,pop
5579,barry manilow,new york city rhythm,1974,pop
5583,john cale,emily,1974,pop
5584,bonnie raitt,got you on my mind,1974,pop
5587,barry manilow,daybreak,1974,pop
5590,roxy music,triptych,1974,pop
5592,ace,the real feeling,1974,pop
5593,richard thompson,withered and died,1974,pop
5594,bonnie raitt,you got to be ready for love (if you wanna be mine),1974,pop
5596,10cc,the wall street shuffle,1974,pop
5597,van morrison,ain't nothin' you can do,1974,pop
5603,sparks,here in heaven,1974,pop
5604,roxy music,bitter sweet,1974,pop
5607,john cale,fear is a man's best friend,1974,pop
5608,electric light orchestra,eldorado,1974,pop
5610,engelbert humperdinck,there goes my everything,1974,pop
5612,leonard cohen,lover lover lover,1974,pop
5616,the crickets,it's so easy,1974,pop
5617,engelbert humperdinck,am i that easy to forget,1974,pop
5620,billy swan,don't be cruel,1974,pop
5621,glen campbell,"yesterday, when i was young",1974,pop
5625,neil diamond,stones,1974,pop
5626,buddy holly,raining in my heart,1974,pop
5627,neil diamond,longfellow serenade,1974,pop
5630,electric light orchestra,boy blue,1974,pop
5639,jackson browne,before the deluge,1974,pop
5648,harry nilsson,many rivers to cross,1974,pop
5650,gene clark,life's greatest fool,1974,pop
5656,bay city rollers,saturday night,1974,pop
5660,buddy holly,true love ways,1974,pop
5664,ace,how long,1974,pop
5666,sweet,fox on the run,1974,pop
5670,gene clark,no other,1974,pop
5676,david cassidy,i woke up in love this morning,1974,pop
5677,gene clark,strength of strings,1974,pop
5683,van morrison,bring it on home to me,1974,pop
5684,buddy holly,heartbeat,1974,pop
5692,roxy music,out of the blue,1974,pop
5697,suzi quatro,devil gate drive,1974,pop
5701,electric light orchestra,mister kingdom,1974,pop
5703,roxy music,prairie rose,1974,pop
5709,the osmonds,love me for a reason,1974,pop
5712,roxy music,three and nine,1974,pop
5720,mott the hoople,crash street kids,1974,pop
5726,sweet,the six teens,1974,pop
5730,david cassidy,daydreamer,1974,pop
5735,bob dylan,something there is about you,1974,pop
5736,electric light orchestra,eldorado finale,1974,pop
5740,todd rundgren,a dream goes on forever,1974,pop
5741,gladys knight & the pips,the way we were / try to remember,1974,pop
5748,carly simon,haven't got time for the pain,1974,pop
5749,robert palmer,get outside,1974,pop
5752,jim stafford,swamp witch,1974,pop
5753,paul anka,one man woman/one woman man,1974,pop
5754,bob dylan,wedding song,1974,pop
5755,john cale,buffalo ballet,1974,pop
5757,raspberries,overnight sensation,1974,pop
5768,the partridge family,breaking up is hard to do,1974,pop
5770,glen campbell,bonaparte's retreat,1974,pop
5772,gladys knight & the pips,make yours a happy home,1974,pop
5774,the partridge family,summer days,1974,pop
5775,kishore kumar,zindagi ke safar mein,1974,pop
5779,julio iglesias,tema de amor,1975,pop
5783,freddy fender,i almost called your name,1975,pop
5784,kansas,mysteries and mayhem,1975,pop
5785,janis ian,when the party's over,1975,pop
5796,michael jackson,we've got forever,1975,pop
5797,joni mitchell,shadows and light,1975,pop
5799,orleans,you've given me something,1975,pop
5803,freddy fender,please don't tell me how the story ends,1975,pop
5806,carole king,really rosie,1975,pop
5811,kansas,it's you,1975,pop
5813,lobo,all for the love of a girl,1975,pop
5814,al stewart,sirens of titan,1975,pop
5815,perry como,hot diggity (dog ziggity boom),1975,pop
5816,ambrosia,time waits for no one,1975,pop
5819,frankie valli,swearin' to god,1975,pop
5820,johnny mathis,stardust,1975,pop
5824,carly simon,attitude dancing,1975,pop
5832,emmylou harris,coat of many colors,1975,pop
5836,roxy music,sentimental fool,1975,pop
5837,wings,call me back again,1975,pop
5838,joan baez,fountain of sorrow,1975,pop
5842,michael jackson,you are there,1975,pop
5844,patti smith,elegie,1975,pop
5845,paul anka,(i believe) there's nothing stronger than our love,1975,pop
5846,10cc,life is a minestrone,1975,pop
5849,emmylou harris,sweet dreams,1975,pop
5852,joan baez,jesse,1975,pop
5855,joan baez,never dreamed you'd leave in summer,1975,pop
5857,freddy fender,after the fire is gone,1975,pop
5864,michael jackson,cinderella stay awhile,1975,pop
5866,kansas,child of innocence,1975,pop
5868,carole king,screaming and yelling,1975,pop
5869,four tops,seven lonely nights,1975,pop
5871,joan baez,dida,1975,pop
5873,glen campbell,i'd build a bridge,1975,pop
5874,wings,medicine jar,1975,pop
5888,the tubes,what do you want from life,1975,pop
5890,frankie valli,walk away renee,1975,pop
5891,the tubes,mondo bondage,1975,pop
5893,lobo,universal soldier,1975,pop
5896,carole king,the ballad of chicken soup,1975,pop
5897,indigo girls,i don't wanna talk about it,1975,pop
5899,janis ian,light a light,1975,pop
5900,captain & tennille,disney girls,1975,pop
5902,freddy fender,you can't get here from there,1975,pop
5905,labi siffre,another year,1975,pop
5912,emmylou harris,bottle let me down,1975,pop
5916,bob dylan,nothing was delivered,1975,pop
5917,roxy music,whirlwind,1975,pop
5921,david essex,hold me close,1975,pop
5923,little river band,statue of liberty,1975,pop
5924,frankie valli,in my eyes,1975,pop
5925,the beach boys,don't back down,1975,pop
5935,roxy music,nightingale,1975,pop
5938,bob dylan,orange juice blues,1975,pop
5941,emmylou harris,"here, there and everywhere",1975,pop
5946,the tubes,white punks on dope,1975,pop
5948,robert palmer,fine time,1975,pop
5950,tony orlando & dawn,he don't love you [like i love you],1975,pop
5951,the miracles,city of angels,1975,pop
5955,electric light orchestra,one summer dream,1975,pop
5957,paul simon,slip slidin' away (demo),1975,pop
5965,heart,sing child,1975,pop
5968,david gates,never let her go,1975,pop
5969,perry como,it's impossible,1975,pop
5974,janis ian,at seventeen,1975,pop
5976,abba,"i do, i do, i do, i do, i do",1975,pop
5978,abba,s.o.s.,1975,pop
5980,steve harley,make me smile (come up and see me),1975,pop
5983,perry como,papa loves mambo,1975,pop
5986,bob dylan,shelter from the storm,1975,pop
5991,simon & garfunkel,my little town,1975,pop
5995,paul anka,times of your life,1975,pop
5996,bob dylan,you're a big girl now,1975,pop
5998,eric carmen,never gonna fall in love again,1975,pop
5999,freddy fender,wasted days and wasted nights,1975,pop
6001,perry como,catch a falling star (with mitchell ayres and his orchestra & the ray charles singers),1975,pop
6003,abba,"hey, hey helen",1975,pop
6005,the beach boys,break away,1975,pop
6009,freddy fender,before the next teardrop falls,1975,pop
6013,kansas,all the world,1975,pop
6014,dr. hook,the millionaire,1975,pop
6015,electric light orchestra,down home town,1975,pop
6018,emmylou harris,if i could only win your love,1975,pop
6023,the walker brothers,no regrets,1975,pop
6027,emmylou harris,together again,1975,pop
6031,patti smith,break it up,1975,pop
6032,dr. hook,everybody's makin' it big but me,1975,pop
6034,chris de burgh,spanish train,1975,pop
6035,kansas,two cents worth,1975,pop
6037,freddy fender,roses are red,1975,pop
6040,paul simon,silent eyes,1975,pop
6041,kansas,the pinnacle,1975,pop
6044,perry como,don't let the stars get in your eyes,1975,pop
6045,michael jackson,dear michael,1975,pop
6049,michael jackson,take me back,1975,pop
6052,frankie valli,our day will come,1975,pop
6053,paul simon,i'd do it for your love,1975,pop
6066,bob dylan,goin' to acapulco,1975,pop
6073,paul simon,gone at last,1975,pop
6078,wings,must do something about it,1976,pop
6090,captain & tennille,lonely night (angel face),1976,pop
6093,olivia newton-john,the long and winding road,1976,pop
6094,orleans,the path,1976,pop
6095,the tubes,don't touch me there,1976,pop
6097,josé feliciano,loving her was easier,1976,pop
6098,ambrosia,somewhere i've never travelled,1976,pop
6102,firefall,no way out,1976,pop
6107,randy crawford,i've never been to me,1976,pop
6110,pussycat,georgie,1976,pop
6112,leo sayer,hold on to my love,1976,pop
6113,barry manilow,all the time,1976,pop
6114,donna summer,winter melody,1976,pop
6117,joan armatrading,like fire,1976,pop
6118,joan baez,amazing grace,1976,pop
6120,joan armatrading,somebody who loves you,1976,pop
6123,flamin' groovies,sometimes,1976,pop
6132,"blood, sweat & tears",i love you more than ever,1976,pop
6134,leo sayer,reflections,1976,pop
6139,patti smith,pumping,1976,pop
6142,andrew gold,lonely boy,1976,pop
6150,wings,the note you never wrote,1976,pop
6151,joan armatrading,save me,1976,pop
6152,the modern lovers,modern world,1976,pop
6155,al stewart,broadway hotel,1976,pop
6159,orleans,the bum,1976,pop
6162,bryan ferry,2hb,1976,pop
6163,10cc,lazy ways,1976,pop
6165,the supremes,let yourself go,1976,pop
6166,climax blues band,chasing change,1976,pop
6167,the babys,if you've got the time,1976,pop
6168,ambrosia,runnin' away,1976,pop
6171,stephen bishop,one more night,1976,pop
6175,the beach boys,in the still of the night,1976,pop
6180,the j. geils band,start all over,1976,pop
6183,leo sayer,i hear the laughter,1976,pop
6185,flamin' groovies,misery,1976,pop
6187,captain & tennille,song of joy,1976,pop
6191,dr. hook,what about you,1976,pop
6198,penguin cafe orchestra,zopf: in a sydney motel,1976,pop
6199,neil diamond,dry your eyes,1976,pop
6200,the flying burrito brothers,crazy arms,1976,pop
6202,the babys,laura,1976,pop
6205,"blood, sweat & tears",they,1976,pop
6206,"blood, sweat & tears",you're the one,1976,pop
6207,flamin' groovies,i can't hide,1976,pop
6208,todd rundgren,good vibrations,1976,pop
6212,donna summer,autumn changes,1976,pop
6216,flamin' groovies,st. louis blues,1976,pop
6217,graham parker & the rumour,don't ask me questions,1976,pop
6220,donna summer,spring affair,1976,pop
6229,bryan ferry,let's stick together,1976,pop
6232,climax blues band,together and free,1976,pop
6233,firefall,it doesn't matter,1976,pop
6234,the modern lovers,she cracked,1976,pop
6236,electric light orchestra,mission (a world record),1976,pop
6241,the modern lovers,old world,1976,pop
6242,blondie,in the flesh,1976,pop
6247,bryan ferry,casanova,1976,pop
6249,kenny nolan,i like dreamin',1976,pop
6253,joan armatrading,down to zero,1976,pop
6255,wings,let 'em in,1976,pop
6256,abba,when i kissed the teacher,1976,pop
6257,firefall,you are the woman,1976,pop
6261,the modern lovers,roadrunner,1976,pop
6263,stephen bishop,on and on,1976,pop
6264,leo sayer,when i need you,1976,pop
6269,boz scaggs,lido shuffle,1976,pop
6277,abba,"my love, my life",1976,pop
6281,frankie valli,you're the song [that i can't stop singing],1976,pop
6289,the modern lovers,hospital,1976,pop
6290,the modern lovers,astral plane,1976,pop
6291,cliff richard,devil woman,1976,pop
6292,abba,"money, money, money",1976,pop
6294,little river band,days on the road,1976,pop
6304,joan baez,"swing low, sweet chariot",1976,pop
6313,blondie,rifle range,1976,pop
6315,judy collins,bread and roses,1976,pop
6317,blondie,look good in blue,1976,pop
6320,donna summer,wasted,1976,pop
6322,cliff richard,if you walked away,1976,pop
6329,pussycat,mississippi,1976,pop
6331,the modern lovers,i wanna sleep in your arms,1976,pop
6334,kansas,magnum opus: father padilla meets the perfect gnat / howling at the moon / man overboard / industry on parade / release the beavers / gnat attack,1976,pop
6336,kenny nolan,love's grown deep,1976,pop
6340,abba,happy hawaii,1976,pop
6344,firefall,livin' ain't livin',1976,pop
6345,tom petty and the heartbreakers,strangered in the night,1976,pop
6349,donna summer,summer fever,1976,pop
6352,al stewart,lord grenville,1976,pop
6355,kansas,questions of my childhood,1976,pop
6356,10cc,art for art's sake,1976,pop
6357,joan baez,oh happy day,1976,pop
6361,patti smith,pissing in a river,1976,pop
6363,boz scaggs,love me tomorrow,1976,pop
6364,smokie,needles and pins,1977,pop
6379,suicide,che,1977,pop
6382,bread,fly away,1977,pop
6383,elvis costello,pay it back,1977,pop
6386,pete townshend,heart to hang onto,1977,pop
6404,cheap trick,"oh, candy",1977,pop
6405,boz scaggs,hard times,1977,pop
6406,leonard cohen,paper thin hotel,1977,pop
6409,peter gabriel,modern love,1977,pop
6410,10cc,you've got a cold,1977,pop
6411,elkie brooks,pearl's a singer,1977,pop
6414,glen campbell,this is sarah's song,1977,pop
6420,brian eno,no one receiving,1977,pop
6421,the babys,a piece of the action,1977,pop
6422,nana mouskouri,the white rose of athens,1977,pop
6425,the jam,the modern world,1977,pop
6428,kansas,nobody's home,1977,pop
6432,donna summer,i remember yesterday,1977,pop
6436,pussycat,my broken souvenirs,1977,pop
6439,glen campbell,for cryin' out loud,1977,pop
6441,the beach boys,i'll bet he's nice,1977,pop
6444,bread,lay your money down,1977,pop
6446,glen campbell,god only knows,1977,pop
6447,abba,thank you for the music,1977,pop
6454,eddie money,where's the party?,1977,pop
6456,the jam,away from the numbers,1977,pop
6461,kenny loggins,i've got the melody (deep in my heart),1977,pop
6462,kenny loggins,if you be wise,1977,pop
6464,cliff richard & the shadows,theme for a dream,1977,pop
6469,heart,i've got the music in me,1977,pop
6483,the jam,life from a window,1977,pop
6485,pablo cruise,can't you hear the music?,1977,pop
6487,the modern lovers,ice cream man,1977,pop
6489,grace jones,what i did for love,1977,pop
6491,bonnie raitt,sweet forgiveness,1977,pop
6497,heart,here song,1977,pop
6501,joan armatrading,never is too late,1977,pop
6506,joan armatrading,warm love,1977,pop
6508,kansas,sparks of the tempest,1977,pop
6513,bob welch,"hot love, cold world",1977,pop
6516,peter gabriel,slowburn,1977,pop
6517,seals and crofts,it'll be all right,1977,pop
6519,shaun cassidy,hey there lonely girl,1977,pop
6520,elvis costello,radio sweetheart,1977,pop
6525,dave edmunds,here comes the weekend,1977,pop
6531,bryan ferry,this is tomorrow,1977,pop
6538,rita coolidge,i don't want to talk about it,1977,pop
6540,the stranglers,sometimes,1977,pop
6545,shaun cassidy,take good care of my baby,1977,pop
6550,seals and crofts,love conquers all,1977,pop
6551,firefall,head on home,1977,pop
6554,cheap trick,clock strikes ten,1977,pop
6555,little river band,home on monday,1977,pop
6556,television,elevation,1977,pop
6568,electric light orchestra,jungle,1977,pop
6577,bread,today's the first day,1977,pop
6578,electric light orchestra,believe me now,1977,pop
6581,electric light orchestra,birmingham blues,1977,pop
6584,neil diamond,desirée,1977,pop
6587,jackson browne,here come those tears again,1977,pop
6589,kenny loggins,celebrate me home,1977,pop
6590,donna summer,i feel love,1977,pop
6594,eddie money,walk on water,1977,pop
6595,elvis costello,watching the detectives,1977,pop
6606,paul davis,i go crazy,1977,pop
6607,television,marquee moon,1977,pop
6612,eddie money,two tickets to paradise,1977,pop
6616,television,see no evil,1977,pop
6621,andy gibb,(love is) thicker than water,1977,pop
6622,abba,"one man, one woman",1977,pop
6629,the babys,isn't it time,1977,pop
6632,wire,ex lion tamer,1977,pop
6638,heart,love alive,1977,pop
6641,wire,106 beats that,1977,pop
6643,the everly brothers,nothing matters but you,1977,pop
6648,wire,brazil,1977,pop
6652,cheap trick,oh caroline,1977,pop
6653,eddie money,save a little room in your heart,1977,pop
6657,smokie,lay back in the arms of someone,1977,pop
6658,eddie money,jealousys,1977,pop
6660,wire,champs,1977,pop
6664,brian eno,king's lead hat,1977,pop
6665,jackson browne,cocaine,1977,pop
6666,the boys,first time,1977,pop
6667,cheap trick,elo kiddies,1977,pop
6668,kansas,lightning's hand,1977,pop
6669,emmylou harris,making believe,1977,pop
6670,wire,straight line,1977,pop
6676,peter gabriel,down the dolce vita,1977,pop
6679,cliff richard & the shadows,lucky lips,1977,pop
6685,the stranglers,(get a) grip (on yourself),1977,pop
6696,television,torn curtain,1977,pop
6697,bonnie raitt,runaway,1977,pop
6704,helen reddy,you're my world,1977,pop
6708,paul davis,sweet life,1977,pop
6709,peter gabriel,here comes the flood,1977,pop
6710,jackson browne,love needs a heart,1977,pop
6713,wire,fragile,1977,pop
6714,wire,mr suit,1977,pop
6716,heart,without you,1977,pop
6720,eddie money,i'll get by,1977,pop
6721,bonnie raitt,two lives,1977,pop
6725,kenny loggins,i believe in love,1977,pop
6727,wire,pink flag,1977,pop
6728,bread,the chosen one,1977,pop
6729,wire,start to move,1977,pop
6731,cheap trick,mandocello,1977,pop
6732,patti smith,till victory,1978,pop
6736,siouxsie and the banshees,nicotine stain,1978,pop
6752,patti smith,babelogue,1978,pop
6753,heart,lighter touch,1978,pop
6754,ambrosia,dancin' by myself,1978,pop
6755,cheap trick,ain't that a shame,1978,pop
6764,wire,marooned,1978,pop
6765,van morrison,kingdom hall,1978,pop
6767,cheap trick,on the radio,1978,pop
6768,television,ain't that nothin',1978,pop
6771,andy gibb,why,1978,pop
6773,wire,sand in my joints,1978,pop
6774,john prine,crooked piece of time,1978,pop
6778,gerry rafferty,mattie's rag,1978,pop
6785,wings,backwards traveller,1978,pop
6787,peter gabriel,home sweet home,1978,pop
6790,eddie money,life for the talking,1978,pop
6794,siouxsie and the banshees,carcass,1978,pop
6795,the babys,you (got it),1978,pop
6804,carly simon,tranquillo (melt my heart),1978,pop
6806,cheap trick,takin' me back,1978,pop
6808,eric carmen,end of the world,1978,pop
6816,siouxsie and the banshees,overground,1978,pop
6818,wire,french film blurred,1978,pop
6824,dr. hook,clyde,1978,pop
6827,kate bush,them heavy people,1978,pop
6832,blondie,i didn't have the nerve to say no,1978,pop
6833,blondie,contact in red square,1978,pop
6837,xtc,this is pop?,1978,pop
6846,public image ltd.,annalisa,1978,pop
6849,ambrosia,apothecary,1978,pop
6850,wire,dot dash,1978,pop
6853,wire,from the nursery,1978,pop
6855,kate bush,oh to be in love,1978,pop
6861,the boys,brickfield nights,1978,pop
6862,andy gibb,fool for a night,1978,pop
6863,the jam,'a' bomb in wardour street,1978,pop
6864,kate bush,symphony in blue,1978,pop
6866,seals and crofts,takin' it easy,1978,pop
6869,wire,used to,1978,pop
6873,wire,mercy,1978,pop
6874,wire,being sucked in again,1978,pop
6876,pablo cruise,worlds away,1978,pop
6886,poco,the last goodbye,1978,pop
6887,leo sayer,raining in my heart,1978,pop
6888,siouxsie and the banshees,the staircase (mystery),1978,pop
6889,van morrison,wavelength,1978,pop
6890,van morrison,checkin' it out,1978,pop
6891,wire,i feel mysterious today,1978,pop
6893,s. p. balasubrahmanyam,en kanmani,1978,pop
6896,wire,too late,1978,pop
6899,eric carmen,change of heart,1978,pop
6900,yellow magic orchestra,cue,1978,pop
6907,wire,practice makes perfect,1978,pop
6911,hot chocolate,so you win again,1978,pop
6915,carly simon,devoted to you,1978,pop
6916,nick lowe,i love the sound of breaking glass,1978,pop
6917,andy gibb,an everlasting love,1978,pop
6918,wire,outdoor miner,1978,pop
6920,the cars,all mixed up,1978,pop
6921,andy gibb,(our love) don't throw it all away,1978,pop
6924,little river band,red-headed wild flower,1978,pop
6926,the moody blues,had to fall in love,1978,pop
6927,blondie,fade away and radiate,1978,pop
6930,nick lowe,so it goes,1978,pop
6931,grace jones,pride,1978,pop
6935,blondie,11:59,1978,pop
6936,michael jackson,you can't win,1978,pop
6938,the cars,i'm in touch with your world,1978,pop
6942,melissa manchester,don't cry out loud,1978,pop
6944,john prine,fish and whistle,1978,pop
6947,olivia newton-john,hopelessly devoted to you,1978,pop
6948,bonnie tyler,it's a heartache,1978,pop
6949,pablo cruise,love will find a way,1978,pop
6950,poco,crazy love,1978,pop
6952,chaka khan,i'm every woman,1978,pop
6969,wings,with a little luck,1978,pop
6972,andrew gold,thank you for being a friend,1978,pop
6973,blondie,once i had a love (aka the disco song),1978,pop
6974,poco,heart of the night,1978,pop
6975,the cars,you're all i've got tonight,1978,pop
6976,wire,i am the fly,1978,pop
6977,the hollies,we're through,1978,pop
6979,anne murray,you needed me,1978,pop
6980,heart,straight on,1978,pop
6983,kenny loggins,"whenever i call you ""friend"" (feat. stevie nicks)",1978,pop
6986,the cars,bye bye love,1978,pop
6987,suzi quatro,stumblin' in,1978,pop
6989,the korgis,everybody's got to learn sometime,1978,pop
6991,television,days,1978,pop
6997,gerry rafferty,stealin' time,1978,pop
7003,elvis costello & the attractions,you belong to me,1978,pop
7009,chaka khan,love has fallen on me,1978,pop
7013,cheap trick,california man,1978,pop
7016,peter gabriel,mother of violence,1978,pop
7020,patti smith,rock n roll nigger,1978,pop
7023,blondie,youth nabbed as sniper,1978,pop
7029,kate bush,feel it,1978,pop
7031,the walker brothers,nite flights,1978,pop
7032,kate bush,the kick inside,1978,pop
7038,jona lewie,you'll always find me in the kitchen at parties,1978,pop
7041,andrew gold,never let her slip away,1978,pop
7042,the stranglers,walk on by,1978,pop
7043,blondie,i'm gonna love you too,1978,pop
7044,the babys,head first,1978,pop
7045,bonnie tyler,if i sing you a love song,1978,pop
7046,blondie,(i'm always touched by your) presence dear,1978,pop
7047,chris rea,fool (if you think it's over),1978,pop
7048,heart,cook with fire,1978,pop
7049,cheap trick,on top of the world,1978,pop
7051,chaka khan,i was made to love him,1978,pop
7054,seals and crofts,you're the love,1978,pop
7055,blondie,just go away,1978,pop
7057,the motors,airport,1978,pop
7058,the moody blues,steppin' in a slide zone,1978,pop
7059,siouxsie and the banshees,jigsaw feeling,1978,pop
7075,gary numan,conversation,1979,pop
7078,wire,blessed state,1979,pop
7079,bob dylan,i believe in you,1979,pop
7080,bob dylan,man gave names to all the animals,1979,pop
7084,blondie,accidents never happen,1979,pop
7085,donna summer,on my honor,1979,pop
7087,donna summer,there will always be a you,1979,pop
7088,the knack,frustrated,1979,pop
7090,little river band,mistress of mine,1979,pop
7093,donna summer,can't get to sleep at night,1979,pop
7095,donna summer,no more tears (enough is enough),1979,pop
7105,john mellencamp,small paradise,1979,pop
7108,gang of four,5.45,1979,pop
7109,gary numan,engineers,1979,pop
7110,gang of four,guns before butter,1979,pop
7111,christopher cross,poor shirley,1979,pop
7115,the knack,heartbeat,1979,pop
7117,kansas,on the other side,1979,pop
7119,kenny loggins,"who's right, who's wrong",1979,pop
7121,wings,reception,1979,pop
7125,marianne faithfull,broken english,1979,pop
7126,donna summer,sunset people,1979,pop
7127,mental as anything,the nips are getting bigger,1979,pop
7129,cheap trick,way of the world,1979,pop
7130,joe jackson,baby stick around,1979,pop
7133,christopher cross,spinning,1979,pop
7134,the knack,your number or your name,1979,pop
7137,gary numan,observer,1979,pop
7139,ian hunter,just another night,1979,pop
7140,public image ltd.,poptones,1979,pop
7142,bette midler,when a man loves a woman,1979,pop
7143,donna summer,on the radio,1979,pop
7145,donna summer,walk away,1979,pop
7149,xtc,reel by reel,1979,pop
7150,the knack,let me out,1979,pop
7156,public image ltd.,memories,1979,pop
7162,rickie lee jones,coolsville,1979,pop
7165,the beach boys,lady lynda,1979,pop
7166,public image ltd.,albatross,1979,pop
7167,emmylou harris,everytime you leave,1979,pop
7168,squeeze,touching me touching you,1979,pop
7172,the dickies,you drive me ape (you big gorilla),1979,pop
7177,the beach boys,good timin',1979,pop
7178,cheap trick,i'll be with you tonight,1979,pop
7179,john mellencamp,a little night dancin,1979,pop
7181,gang of four,armalite rifle,1979,pop
7183,wire,a touching display,1979,pop
7184,gary numan,i die: you die (video version),1979,pop
7188,tubeway army,praying to the aliens,1979,pop
7189,the tubes,prime time,1979,pop
7192,wire,single k.o.,1979,pop
7200,the jam,thick as thieves,1979,pop
7201,tom petty and the heartbreakers,somethin' else,1979,pop
7202,van morrison,and the healing has begun,1979,pop
7205,donna summer,one night in a lifetime,1979,pop
7208,dave edmunds,queen of hearts,1979,pop
7210,sister sledge,one more time,1979,pop
7211,the monochrome set,he's frank (slight return),1979,pop
7215,xtc,outside world,1979,pop
7217,kansas,a glimpse of home,1979,pop
7219,bob dylan,when you gonna wake up,1979,pop
7222,the knack,maybe tonight,1979,pop
7237,rickie lee jones,company,1979,pop
7239,th' dudes,be mine tonight,1979,pop
7242,gary numan,we are glass,1979,pop
7243,the boomtown rats,someone's looking at you,1979,pop
7245,the knack,lucinda,1979,pop
7248,johnny mathis,as time goes by,1979,pop
7253,xtc,when you're near me i have difficulty,1979,pop
7254,gerry rafferty,get it right next time,1979,pop
7256,the b-52's,52 girls,1979,pop
7260,sister sledge,lost in music,1979,pop
7265,cher,take me home,1979,pop
7277,the cars,since i held you,1979,pop
7279,roxy music,dance away,1979,pop
7284,cheap trick,gonna raise hell,1979,pop
7286,abba,kisses of fire,1979,pop
7287,cheap trick,voices,1979,pop
7290,gary numan,metal,1979,pop
7292,wire,the 15th,1979,pop
7302,little river band,cool change,1979,pop
7304,abba,chiquitita,1979,pop
7305,xtc,making plans for nigel,1979,pop
7307,little river band,lonesome loser,1979,pop
7311,michael jackson,off the wall,1979,pop
7321,gary numan,m.e.,1979,pop
7325,the cars,it's all i can do,1979,pop
7330,sister sledge,thinking of you,1979,pop
7332,blondie,atomic,1979,pop
7334,abba,i have a dream,1979,pop
7346,joe jackson,on your radio,1979,pop
7347,siouxsie and the banshees,icon,1979,pop
7350,sparks,the number one song in heaven,1979,pop
7352,wings,"old siam, sir",1979,pop
7355,the undertones,here comes the summer,1979,pop
7366,xtc,roads girdle the globe,1979,pop
7368,tubeway army,"me, i disconnect from you",1979,pop
7375,nick lowe,cracking up,1979,pop
7377,wings,getting closer,1979,pop
7378,graham parker,protection,1979,pop
7380,siouxsie and the banshees,love in a void,1979,pop
7386,madonna,holiday,1979,pop
7389,the b-52's,hero worship,1979,pop
7390,christopher cross,i really don't know anymore,1979,pop
7392,pat benatar,we live for love,1979,pop
7393,dionne warwick,deja vu,1979,pop
7400,gang of four,ether,1979,pop
7405,sparks,tryouts for the human race,1979,pop
7409,yellow magic orchestra,behind the mask,1979,pop
7410,christopher cross,minstrel gigolo,1979,pop
7412,the raincoats,fairytale in the supermarket,1979,pop
7413,the b-52's,6060-842,1979,pop
7421,the cars,lust for kicks,1979,pop
7422,off broadway,stay in time,1980,pop
7423,kate bush,delius,1980,pop
7425,th' dudes,bliss,1980,pop
7426,orchestral manoeuvres in the dark,bunker soldiers,1980,pop
7428,chaka khan,papillon (aka hot butterfly),1980,pop
7431,xtc,towers of london,1980,pop
7433,wipers,up front,1980,pop
7434,xtc,no language in our lungs,1980,pop
7441,the sound,missiles,1980,pop
7443,neil diamond,summerlove,1980,pop
7448,kate bush,the wedding list,1980,pop
